"id","driver_code","attendance_date","attendance_status"
1175,DRIVER001,2024-04-01,false
1179,DRIVER018,2024-04-03,false
1180,DRIVER015,2024-03-01,false
1183,DRIVER001,2024-02-05,false
1185,DRIVER030,2024-03-25,false
1187,DRIVER035,2024-03-05,false
1188,DRIVER023,2024-02-29,false
1190,DRIVER029,2024-02-28,false
1191,DRIVER004,2024-03-03,true
1192,DRIVER030,2024-02-11,true
1193,DRIVER006,2024-02-21,true
1194,DRIVER018,2024-04-01,false
1195,DRIVER026,2024-03-27,true
1196,DRIVER011,2024-03-14,false
1197,DRIVER001,2024-02-25,false
1200,DRIVER004,2024-02-13,true
1202,DRIVER031,2024-03-22,false
1205,DRIVER026,2024-03-13,true
1206,DRIVER005,2024-03-18,true
1209,DRIVER022,2024-03-23,true
1211,DRIVER014,2024-03-06,false
1212,DRIVER024,2024-03-20,true
1213,DRIVER015,2024-03-10,true
1214,DRIVER010,2024-04-01,false
1217,DRIVER018,2024-03-06,true
1220,DRIVER034,2024-03-29,true
1221,DRIVER023,2024-03-10,false
1222,DRIVER028,2024-03-11,true
1225,DRIVER015,2024-03-14,false
1226,DRIVER010,2024-03-20,false
1228,DRIVER001,2024-03-19,false
1229,DRIVER001,2024-02-10,true
1231,DRIVER009,2024-03-25,true
1232,DRIVER006,2024-03-23,false
1234,DRIVER034,2024-03-06,false
1235,DRIVER004,2024-03-15,true
1236,DRIVER022,2024-04-02,true
1237,DRIVER026,2024-03-21,false
1241,DRIVER021,2024-02-04,false
1245,DRIVER030,2024-03-13,false
1247,DRIVER025,2024-03-26,true
1248,DRIVER023,2024-03-19,true
1249,DRIVER016,2024-03-12,false
1250,DRIVER008,2024-02-14,false
1251,DRIVER013,2024-03-30,false
1252,DRIVER004,2024-04-03,false
1256,DRIVER008,2024-02-19,false
1261,DRIVER016,2024-02-20,false
1262,DRIVER034,2024-02-17,false
1264,DRIVER007,2024-03-22,true
1265,DRIVER003,2024-03-22,true
1268,DRIVER020,2024-03-27,false
1269,DRIVER026,2024-02-13,true
1272,DRIVER006,2024-03-13,true
1273,DRIVER033,2024-02-06,true
1275,DRIVER022,2024-03-26,false
1276,DRIVER017,2024-02-17,true
1277,DRIVER033,2024-02-26,true
1280,DRIVER032,2024-03-16,false
1281,DRIVER011,2024-02-16,true
1286,DRIVER032,2024-02-13,false
1287,DRIVER015,2024-03-29,true
1288,DRIVER020,2024-03-20,false
1289,DRIVER027,2024-03-06,true
1290,DRIVER002,2024-02-08,true
1293,DRIVER018,2024-03-19,false
1296,DRIVER025,2024-02-11,true
1297,DRIVER001,2024-04-02,false
1299,DRIVER005,2024-04-01,false
1301,DRIVER001,2024-03-25,true
1302,DRIVER029,2024-03-08,false
1303,DRIVER032,2024-02-17,true
1306,DRIVER010,2024-03-26,false
1307,DRIVER034,2024-03-23,true
1308,DRIVER012,2024-03-06,true
1312,DRIVER020,2024-03-18,false
1313,DRIVER021,2024-04-02,true
1314,DRIVER032,2024-03-27,false
1315,DRIVER014,2024-02-09,true
1317,DRIVER013,2024-03-27,true
1319,DRIVER002,2024-03-08,false
1320,DRIVER024,2024-03-09,false
1321,DRIVER004,2024-03-18,false
1323,DRIVER030,2024-03-28,true
1324,DRIVER018,2024-02-21,false
1326,DRIVER030,2024-02-05,false
1327,DRIVER033,2024-04-02,true
1328,DRIVER003,2024-03-14,true
1330,DRIVER025,2024-03-28,true
1331,DRIVER018,2024-03-01,true
1333,DRIVER003,2024-03-11,false
1334,DRIVER006,2024-02-23,true
1336,DRIVER032,2024-03-25,false
1337,DRIVER010,2024-03-19,false
1338,DRIVER008,2024-03-18,true
1339,DRIVER019,2024-03-07,true
1342,DRIVER017,2024-03-17,false
1343,DRIVER023,2024-02-24,false
1344,DRIVER018,2024-03-22,true
1345,DRIVER023,2024-02-06,false
1347,DRIVER025,2024-02-07,false
1348,DRIVER003,2024-02-16,false
1349,DRIVER032,2024-02-10,true
1350,DRIVER033,2024-03-10,true
1351,DRIVER029,2024-03-18,true
1352,DRIVER025,2024-03-21,true
1353,DRIVER004,2024-03-11,true
1354,DRIVER030,2024-02-03,true
1355,DRIVER016,2024-02-29,true
1356,DRIVER025,2024-03-29,false
1358,DRIVER002,2024-03-23,true
1360,DRIVER021,2024-03-12,true
1361,DRIVER015,2024-02-05,true
1362,DRIVER028,2024-03-21,false
1363,DRIVER031,2024-03-16,true
1366,DRIVER016,2024-03-19,true
1367,DRIVER015,2024-02-19,false
1368,DRIVER012,2024-03-11,true
1369,DRIVER028,2024-02-10,false
1373,DRIVER021,2024-02-12,true
1375,DRIVER015,2024-02-07,false
1377,DRIVER025,2024-03-25,true
1380,DRIVER002,2024-03-21,true
1383,DRIVER020,2024-02-25,false
1388,DRIVER026,2024-03-18,false
1390,DRIVER020,2024-02-15,true
1391,DRIVER004,2024-03-13,true
1393,DRIVER032,2024-04-02,true
1394,DRIVER015,2024-03-19,false
1396,DRIVER010,2024-03-07,true
1401,DRIVER023,2024-02-13,false
1403,DRIVER023,2024-03-22,false
1405,DRIVER005,2024-03-14,false
1407,DRIVER024,2024-03-18,true
1409,DRIVER035,2024-03-30,true
1412,DRIVER003,2024-03-20,false
1415,DRIVER031,2024-04-03,false
1418,DRIVER002,2024-04-01,false
1419,DRIVER020,2024-02-19,true
1422,DRIVER022,2024-03-05,false
1423,DRIVER032,2024-03-07,true
1425,DRIVER006,2024-03-07,true
1426,DRIVER013,2024-03-15,false
1427,DRIVER021,2024-02-25,true
1428,DRIVER022,2024-03-06,false
1429,DRIVER020,2024-04-02,false
1432,DRIVER016,2024-03-29,true
1433,DRIVER002,2024-03-11,true
1434,DRIVER028,2024-04-02,false
1436,DRIVER025,2024-03-09,false
1437,DRIVER018,2024-02-15,true
1438,DRIVER020,2024-02-24,true
1439,DRIVER018,2024-02-16,true
1440,DRIVER029,2024-02-05,false
1441,DRIVER002,2024-03-03,true
1442,DRIVER016,2024-03-25,true
1448,DRIVER005,2024-03-03,false
1450,DRIVER015,2024-03-18,true
1452,DRIVER009,2024-03-08,true
1455,DRIVER019,2024-03-17,true
1456,DRIVER007,2024-02-24,true
1459,DRIVER023,2024-03-04,true
1460,DRIVER035,2024-03-13,false
1461,DRIVER034,2024-03-08,false
1462,DRIVER031,2024-03-17,false
1463,DRIVER003,2024-03-17,false
1465,DRIVER006,2024-03-08,false
1466,DRIVER005,2024-02-26,false
1467,DRIVER014,2024-03-23,false
1468,DRIVER003,2024-03-06,true
1470,DRIVER002,2024-04-02,false
1471,DRIVER011,2024-04-02,false
1473,DRIVER017,2024-02-27,true
1478,DRIVER034,2024-02-09,false
1481,DRIVER029,2024-03-26,true
1482,DRIVER010,2024-03-17,true
1483,DRIVER026,2024-02-05,false
1484,DRIVER034,2024-03-12,false
1485,DRIVER009,2024-03-19,false
1486,DRIVER026,2024-03-30,false
1489,DRIVER028,2024-03-31,false
1490,DRIVER008,2024-03-08,true
1491,DRIVER019,2024-02-17,true
1494,DRIVER017,2024-04-02,false
1495,DRIVER035,2024-03-20,true
1496,DRIVER019,2024-03-27,false
1497,DRIVER029,2024-04-01,false
1498,DRIVER019,2024-03-18,false
1499,DRIVER014,2024-02-16,false
1502,DRIVER020,2024-03-07,false
1506,DRIVER003,2024-03-27,true
1508,DRIVER007,2024-02-05,false
1509,DRIVER023,2024-03-09,true
1510,DRIVER023,2024-03-06,true
1511,DRIVER018,2024-03-04,true
1512,DRIVER014,2024-02-12,false
1513,DRIVER021,2024-02-27,false
1514,DRIVER019,2024-03-13,true
1518,DRIVER021,2024-03-22,false
1519,DRIVER025,2024-03-15,false
1520,DRIVER025,2024-03-08,false
1523,DRIVER028,2024-02-20,true
1525,DRIVER030,2024-03-23,true
1526,DRIVER025,2024-02-26,false
1528,DRIVER012,2024-03-27,true
1529,DRIVER013,2024-03-19,false
1530,DRIVER008,2024-02-29,true
1531,DRIVER011,2024-03-15,true
1532,DRIVER025,2024-03-22,false
1534,DRIVER003,2024-03-26,false
1535,DRIVER021,2024-03-15,true
1536,DRIVER016,2024-03-21,false
1538,DRIVER031,2024-03-13,false
1541,DRIVER024,2024-03-17,true
1542,DRIVER002,2024-03-14,true
1545,DRIVER013,2024-02-25,true
1546,DRIVER020,2024-03-09,false
1548,DRIVER016,2024-04-01,false
1549,DRIVER022,2024-04-01,true
1556,DRIVER013,2024-03-17,true
1557,DRIVER029,2024-03-16,false
1560,DRIVER001,2024-03-18,false
1564,DRIVER025,2024-02-12,true
1570,DRIVER031,2024-03-20,false
1571,DRIVER021,2024-02-22,true
1572,DRIVER017,2024-03-31,false
1573,DRIVER033,2024-03-21,true
1574,DRIVER017,2024-03-30,true
1575,DRIVER025,2024-02-05,true
1576,DRIVER026,2024-03-26,false
1580,DRIVER025,2024-02-14,true
1584,DRIVER017,2024-03-20,false
1585,DRIVER008,2024-03-24,false
1587,DRIVER023,2024-04-02,true
1588,DRIVER032,2024-03-20,false
1591,DRIVER003,2024-03-10,false
1593,DRIVER004,2024-03-21,false
1594,DRIVER010,2024-03-05,true
1595,DRIVER016,2024-03-16,true
1596,DRIVER023,2024-03-27,false
1599,DRIVER005,2024-03-25,true
1600,DRIVER009,2024-03-04,true
1601,DRIVER007,2024-03-12,false
1602,DRIVER008,2024-03-31,false
1603,DRIVER022,2024-03-29,false
1604,DRIVER019,2024-02-13,true
1607,DRIVER034,2024-04-01,false
1610,DRIVER016,2024-03-26,false
1611,DRIVER013,2024-03-23,false
1612,DRIVER019,2024-02-26,true
1613,DRIVER001,2024-03-21,true
1618,DRIVER027,2024-03-16,false
1619,DRIVER020,2024-03-14,false
1620,DRIVER013,2024-02-16,true
1622,DRIVER032,2024-03-17,false
1624,DRIVER030,2024-03-10,true
1626,DRIVER012,2024-02-15,true
1628,DRIVER030,2024-02-22,false
1629,DRIVER031,2024-03-08,true
1630,DRIVER030,2024-02-13,true
1631,DRIVER017,2024-03-22,false
1636,DRIVER019,2024-02-19,false
1639,DRIVER007,2024-03-17,true
1640,DRIVER029,2024-03-30,false
1645,DRIVER010,2024-02-17,true
1648,DRIVER016,2024-02-19,true
1650,DRIVER034,2024-03-14,true
1651,DRIVER033,2024-03-09,true
1653,DRIVER028,2024-03-25,true
1654,DRIVER013,2024-02-22,false
1657,DRIVER031,2024-03-09,true
1658,DRIVER017,2024-03-26,false
1661,DRIVER020,2024-03-22,false
1662,DRIVER008,2024-02-17,false
1663,DRIVER024,2024-04-01,false
1665,DRIVER034,2024-02-19,false
1667,DRIVER029,2024-02-22,true
1668,DRIVER026,2024-02-26,false
1669,DRIVER003,2024-03-28,false
1670,DRIVER035,2024-04-01,false
1671,DRIVER030,2024-02-25,true
1673,DRIVER024,2024-03-14,false
1674,DRIVER009,2024-03-22,true
1675,DRIVER009,2024-03-07,false
1676,DRIVER015,2024-03-08,true
1677,DRIVER013,2024-04-02,true
1682,DRIVER018,2024-03-29,true
1684,DRIVER024,2024-03-02,true
1685,DRIVER030,2024-03-07,true
1686,DRIVER021,2024-03-03,true
1687,DRIVER003,2024-03-21,false
1688,DRIVER035,2024-03-27,true
1689,DRIVER019,2024-02-22,false
1690,DRIVER007,2024-03-16,false
1692,DRIVER034,2024-04-03,true
1693,DRIVER023,2024-03-21,true
1698,DRIVER023,2024-04-01,true
1699,DRIVER030,2024-02-04,true
1701,DRIVER016,2024-03-13,true
1704,DRIVER003,2024-03-05,false
1707,DRIVER014,2024-02-10,true
1712,DRIVER010,2024-02-12,true
1713,DRIVER025,2024-03-24,false
1714,DRIVER014,2024-03-30,true
1715,DRIVER008,2024-03-09,true
1720,DRIVER022,2024-03-09,true
1721,DRIVER022,2024-03-19,true
1722,DRIVER032,2024-03-04,true
1726,DRIVER005,2024-03-08,true
1728,DRIVER013,2024-03-16,true
1732,DRIVER020,2024-03-06,false
1734,DRIVER028,2024-03-19,true
1735,DRIVER021,2024-03-16,false
1736,DRIVER005,2024-02-04,false
1737,DRIVER022,2024-03-27,true
1738,DRIVER011,2024-03-28,true
1739,DRIVER028,2024-02-29,false
1740,DRIVER026,2024-02-21,false
1743,DRIVER025,2024-03-10,false
1745,DRIVER018,2024-03-16,false
1746,DRIVER014,2024-02-21,false
1748,DRIVER022,2024-02-28,true
1750,DRIVER028,2024-03-22,true
1752,DRIVER004,2024-03-26,true
1758,DRIVER029,2024-02-15,true
1760,DRIVER013,2024-03-18,false
1765,DRIVER027,2024-03-23,true
1766,DRIVER016,2024-03-05,false
1767,DRIVER021,2024-03-29,true
1769,DRIVER025,2024-03-19,false
1770,DRIVER033,2024-03-26,true
1772,DRIVER011,2024-03-21,true
1773,DRIVER011,2024-03-02,false
1774,DRIVER009,2024-03-05,false
1776,DRIVER033,2024-03-07,true
1784,DRIVER004,2024-03-30,false
1787,DRIVER004,2024-03-19,false
1791,DRIVER017,2024-03-25,false
1792,DRIVER015,2024-03-30,true
1794,DRIVER030,2024-03-29,true
1795,DRIVER020,2024-03-28,false
1798,DRIVER023,2024-03-13,false
1801,DRIVER013,2024-02-05,false
1804,DRIVER003,2024-03-16,true
1809,DRIVER018,2024-03-14,false
1816,DRIVER035,2024-03-11,false
1818,DRIVER023,2024-03-28,false
1825,DRIVER013,2024-03-21,false
1827,DRIVER007,2024-03-06,true
1828,DRIVER025,2024-02-21,false
1830,DRIVER027,2024-03-26,false
1831,DRIVER027,2024-04-02,true
1835,DRIVER023,2024-03-02,false
1838,DRIVER007,2024-03-25,true
1839,DRIVER007,2024-03-29,true
1841,DRIVER035,2024-03-07,true
1844,DRIVER017,2024-03-29,false
1850,DRIVER030,2024-03-08,false
1853,DRIVER034,2024-02-14,false
1856,DRIVER001,2024-02-19,true
1857,DRIVER033,2024-03-13,true
1858,DRIVER017,2024-03-18,false
1859,DRIVER024,2024-02-06,true
1861,DRIVER004,2024-02-17,false
1865,DRIVER022,2024-03-14,true
1867,DRIVER017,2024-03-09,true
1868,DRIVER008,2024-03-28,false
1871,DRIVER026,2024-03-23,true
1872,DRIVER035,2024-03-26,false
1873,DRIVER016,2024-02-07,true
1874,DRIVER034,2024-03-09,false
1875,DRIVER027,2024-04-01,false
1876,DRIVER018,2024-04-02,true
1880,DRIVER033,2024-03-04,true
1882,DRIVER007,2024-03-05,false
1883,DRIVER014,2024-03-10,true
1885,DRIVER030,2024-03-14,true
1886,DRIVER031,2024-02-08,false
1887,DRIVER008,2024-03-06,false
1888,DRIVER031,2024-02-14,true
1889,DRIVER015,2024-02-27,true
1890,DRIVER014,2024-02-22,false
1893,DRIVER002,2024-02-22,false
1896,DRIVER003,2024-02-15,true
1898,DRIVER014,2024-03-11,false
1899,DRIVER008,2024-03-23,true
1901,DRIVER011,2024-03-29,true
1902,DRIVER029,2024-03-06,false
1903,DRIVER006,2024-03-28,false
1907,DRIVER032,2024-03-23,false
1909,DRIVER008,2024-02-08,false
1910,DRIVER001,2024-03-20,false
1911,DRIVER005,2024-03-27,false
1912,DRIVER002,2024-03-17,true
1914,DRIVER021,2024-03-24,false
1915,DRIVER008,2024-04-02,true
1916,DRIVER009,2024-03-10,true
1919,DRIVER032,2024-02-09,false
1923,DRIVER032,2024-03-24,false
1924,DRIVER034,2024-02-26,false
1926,DRIVER003,2024-02-07,false
1930,DRIVER017,2024-03-28,false
1935,DRIVER001,2024-03-07,true
1941,DRIVER024,2024-03-03,false
1942,DRIVER018,2024-03-18,false
1945,DRIVER019,2024-03-24,false
1946,DRIVER003,2024-02-08,true
1951,DRIVER001,2024-03-23,false
1952,DRIVER027,2024-03-21,false
1957,DRIVER011,2024-03-17,true
1962,DRIVER022,2024-03-12,true
1967,DRIVER017,2024-02-15,false
1969,DRIVER029,2024-03-03,false
1970,DRIVER030,2024-03-15,true
1972,DRIVER021,2024-03-11,false
1973,DRIVER028,2024-03-05,true
1974,DRIVER002,2024-03-24,false
1979,DRIVER004,2024-02-27,false
1980,DRIVER010,2024-03-01,false
1983,DRIVER013,2024-03-28,true
1984,DRIVER020,2024-03-01,false
1985,DRIVER035,2024-03-22,true
1986,DRIVER022,2024-03-21,true
1988,DRIVER024,2024-03-30,false
1991,DRIVER024,2024-02-10,true
1992,DRIVER022,2024-03-03,true
1993,DRIVER010,2024-03-21,true
1996,DRIVER009,2024-03-21,true
